Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric_Admissions,Sex_x,Value_Admissions,Metric_Fatalities,Value_Fatalities,"Tobacco Price
Index","Retail Prices
Index",Tobacco Price Index Relative to Retail Price Index,Real Households' Disposable Income,Affordability of Tobacco Index,Household Expenditure on Tobacco,Household Expenditure Total,Expenditure on Tobacco as a Percentage of Expenditure,All Pharmacotherapy Prescriptions,Nicotine Replacement Therapy (NRT) Prescriptions,Bupropion (Zyban) Prescriptions,Varenicline (Champix) Prescriptions,Net Ingredient Cost of All Pharmacotherapies,Net Ingredient Cost of Nicotine Replacement Therapies (NRT),Net Ingredient Cost of Bupropion (Zyban),Net Ingredient Cost of Varenicline (Champix),16 and Over,16-24,25-34,35-49,50-59,60 and Over
2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2942,Number of observed deaths,348,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,21,26,27,24,22,13
2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2942,Number of observed deaths,348,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,22,24,30,25,23,13
2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2942,Number of observed deaths,348,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,21,29,25,23,20,12
2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2942,Attributable number,0,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,21,26,27,24,22,13
2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2942,Attributable number,0,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,22,24,30,25,23,13
2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2942,Attributable number,0,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,21,29,25,23,20,12
2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,400,Number of observed deaths,348,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,21,26,27,24,22,13
2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,400,Number of observed deaths,348,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,22,24,30,25,23,13
2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,400,Number of observed deaths,348,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,21,29,25,23,20,12
2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,400,Attributable number,0,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,21,26,27,24,22,13
2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,400,Attributable number,0,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,22,24,30,25,23,13
2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,400,Attributable number,0,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,21,29,25,23,20,12
2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11620,Number of observed deaths,1399,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,21,26,27,24,22,13
2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11620,Number of observed deaths,1399,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,22,24,30,25,23,13
2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11620,Number of observed deaths,1399,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,21,29,25,23,20,12
2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11620,Attributable number,700,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,21,26,27,24,22,13
2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11620,Attributable number,700,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,22,24,30,25,23,13
2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11620,Attributable number,700,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,21,29,25,23,20,12
2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,5500,Number of observed deaths,1399,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,21,26,27,24,22,13
2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,5500,Number of observed deaths,1399,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,22,24,30,25,23,13
2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,5500,Number of observed deaths,1399,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,21,29,25,23,20,12
2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,5500,Attributable number,700,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,21,26,27,24,22,13
2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,5500,Attributable number,700,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,22,24,30,25,23,13
2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,5500,Attributable number,700,784.7,321.3,244.2,192.5,78.8,15879,928265,1.7,2263,1492,58,714,57520,30683,2143,24694,21,29,25,23,20,12
2007,C00-D48,All cancers,All cancers,Number of admissions,Both,1322266,Number of observed deaths,129564,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,C00-D48,All cancers,All cancers,Number of admissions,Both,1322266,Number of observed deaths,129564,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,C00-D48,All cancers,All cancers,Number of admissions,Both,1322266,Number of observed deaths,129564,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,C00-D48,All cancers,All cancers,Number of admissions,Both,1322266,Attributable number,37000,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,C00-D48,All cancers,All cancers,Number of admissions,Both,1322266,Attributable number,37000,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,C00-D48,All cancers,All cancers,Number of admissions,Both,1322266,Attributable number,37000,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,C00-D48,All cancers,All cancers,Attributable number,Both,161200,Number of observed deaths,129564,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,C00-D48,All cancers,All cancers,Attributable number,Both,161200,Number of observed deaths,129564,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,C00-D48,All cancers,All cancers,Attributable number,Both,161200,Number of observed deaths,129564,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,C00-D48,All cancers,All cancers,Attributable number,Both,161200,Attributable number,37000,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,C00-D48,All cancers,All cancers,Attributable number,Both,161200,Attributable number,37000,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,C00-D48,All cancers,All cancers,Attributable number,Both,161200,Attributable number,37000,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Both,419744,Number of observed deaths,64255,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Both,419744,Number of observed deaths,64255,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Both,419744,Number of observed deaths,64255,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Both,419744,Attributable number,22200,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Both,419744,Attributable number,22200,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Both,419744,Attributable number,22200,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Both,105800,Number of observed deaths,64255,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Both,105800,Number of observed deaths,64255,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Both,105800,Number of observed deaths,64255,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Both,105800,Attributable number,22200,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Both,105800,Attributable number,22200,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Both,105800,Attributable number,22200,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Both,851332,Number of observed deaths,157925,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Both,851332,Number of observed deaths,157925,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Both,851332,Number of observed deaths,157925,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Both,851332,Attributable number,21800,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Both,851332,Attributable number,21800,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Both,851332,Attributable number,21800,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Both,138600,Number of observed deaths,157925,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Both,138600,Number of observed deaths,157925,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Both,138600,Number of observed deaths,157925,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Both,138600,Attributable number,21800,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Both,138600,Attributable number,21800,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Both,138600,Attributable number,21800,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Both,1093242,Number of observed deaths,23703,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Both,1093242,Number of observed deaths,23703,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Both,1093242,Number of observed deaths,23703,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Both,1093242,Attributable number,1300,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Both,1093242,Attributable number,1300,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Both,1093242,Attributable number,1300,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Both,16500,Number of observed deaths,23703,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Both,16500,Number of observed deaths,23703,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Both,16500,Number of observed deaths,23703,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Both,16500,Attributable number,1300,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Both,16500,Attributable number,1300,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Both,16500,Attributable number,1300,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Both,81887,Number of observed deaths,27656,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Both,81887,Number of observed deaths,27656,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Both,81887,Number of observed deaths,27656,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Both,81887,Attributable number,22700,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Both,81887,Attributable number,22700,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Both,81887,Attributable number,22700,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Both,67300,Number of observed deaths,27656,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Both,67300,Number of observed deaths,27656,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Both,67300,Number of observed deaths,27656,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Both,67300,Attributable number,22700,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Both,67300,Attributable number,22700,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Both,67300,Attributable number,22700,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Both,15722,Number of observed deaths,1652,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Both,15722,Number of observed deaths,1652,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Both,15722,Number of observed deaths,1652,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Both,15722,Attributable number,1100,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Both,15722,Attributable number,1100,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Both,15722,Attributable number,1100,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Both,10500,Number of observed deaths,1652,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Both,10500,Number of observed deaths,1652,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Both,10500,Number of observed deaths,1652,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Both,10500,Attributable number,1100,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Both,10500,Attributable number,1100,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Both,10500,Attributable number,1100,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Both,32864,Number of observed deaths,5946,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Both,32864,Number of observed deaths,5946,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Both,32864,Number of observed deaths,5946,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Both,32864,Attributable number,4000,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Both,32864,Attributable number,4000,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Both,32864,Attributable number,4000,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Both,22200,Number of observed deaths,5946,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Both,22200,Number of observed deaths,5946,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Both,22200,Number of observed deaths,5946,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Both,22200,Attributable number,4000,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Both,22200,Attributable number,4000,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Both,22200,Attributable number,4000,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Both,4528,Number of observed deaths,597,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Both,4528,Number of observed deaths,597,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Both,4528,Number of observed deaths,597,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Both,4528,Attributable number,500,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
2007,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Both,4528,Attributable number,500,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,22,27,29,25,22,13
2007,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Both,4528,Attributable number,500,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,20,25,23,23,21,12
2007,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Both,3700,Number of observed deaths,597,751.5,309.1,243.1,195.9,80.6,15766,898478,1.8,2475,1756,107,612,61479,35883,3882,21714,21,26,26,24,21,12
